"Source","Make","Model","Year","Price (EUR)","Mileage (km)","Fuel","Transmission","Power (kW)","Body Type","Color","Listing URL","Source URL","Notes","Scraped At"
"autozubak","Najpovoljniji","rabljeni automobili","","","","electric","","","","","https://www.autozubak.hr/audi-rabljena-vozila/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","Najpovoljniji","rabljeni automobili","","","","electric","","","","","https://www.autozubak.hr/audi-rabljena-vozila/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","Provjereni","rabljeni automobilis garancijom","","","","","","","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","Najpovoljniji","rabljeni automobili","","","","","","","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2008","2000","50000","diesel","automatic","74","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2008","2000","50000","diesel","automatic","74","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","Marka","vozila i model","2008","2000","50000","diesel","automatic","74","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000#","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","Marka","vozila i model","2008","2000","50000","diesel","automatic","74","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000#","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","15900","23181","diesel","automatic","70","","","https://www.autozubak.hr/rabljeni-auti/skoda-fabia-10-tsi-ambition-5-vrata-10/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","15900","23181","diesel","automatic","70","","","https://www.autozubak.hr/rabljeni-auti/skoda-fabia-10-tsi-ambition-5-vrata-10/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","15900","23181","petrol","","70","","","https://www.autozubak.hr/rabljeni-auti/skoda-fabia-10-tsi-ambition-5-vrata-10/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","15900","23181","petrol","","70","","","https://www.autozubak.hr/rabljeni-auti/skoda-fabia-10-tsi-ambition-5-vrata-10/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","15900","23181","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","15900","23181","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","","23181","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","38900","37324","electric","automatic","89","","","https://www.autozubak.hr/rabljeni-auti/audi-audi-q4-45-e-tron/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","38900","37324","electric","automatic","89","","","https://www.autozubak.hr/rabljeni-auti/audi-audi-q4-45-e-tron/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","38900","37324","electric","automatic","89","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","38900","37324","electric","automatic","89","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","","37324","electric","automatic","89","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","23900","50000","petrol","","81","","","https://www.autozubak.hr/rabljeni-auti/vw-t-roc-1-0-tsi-style/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","23900","50000","petrol","","81","","","https://www.autozubak.hr/rabljeni-auti/vw-t-roc-1-0-tsi-style/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","23900","50000","petrol","","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","23900","50000","petrol","","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","","50000","petrol","","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","33230","29356","petrol","automatic","110","","","https://www.autozubak.hr/rabljeni-auti/vw-golf-1-5-tsi-r-line/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","33230","29356","petrol","automatic","110","","","https://www.autozubak.hr/rabljeni-auti/vw-golf-1-5-tsi-r-line/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","33230","29356","petrol","automatic","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","33230","29356","petrol","automatic","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","","29356","petrol","automatic","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2026","45900","90000","diesel","automatic","120","","","https://www.autozubak.hr/rabljeni-auti/audi-a4-35tdi-s-tr-s-line/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2026","45900","90000","diesel","automatic","120","","","https://www.autozubak.hr/rabljeni-auti/audi-a4-35tdi-s-tr-s-line/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2026","45900","90000","diesel","automatic","120","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","45900","90000","diesel","automatic","120","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","","90000","diesel","automatic","120","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","663","18236","diesel","automatic","150","","","https://www.autozubak.hr/rabljeni-auti/audi-audi-a4-avant-40tdi-quattro-s-tr-s-line/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","663","18236","diesel","automatic","150","","","https://www.autozubak.hr/rabljeni-auti/audi-audi-a4-avant-40tdi-quattro-s-tr-s-line/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","663","18236","diesel","automatic","150","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","58900","18236","diesel","automatic","150","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","","18236","diesel","automatic","150","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","","","","diesel","","","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","52.800,00","EUR","","58900","","","","","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","39900","21852","electric","automatic","89","","","https://www.autozubak.hr/rabljeni-auti/vw-pro-performance-life-plus-2/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","39900","21852","electric","automatic","89","","","https://www.autozubak.hr/rabljeni-auti/vw-pro-performance-life-plus-2/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","39900","21852","electric","automatic","89","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","39900","21852","electric","automatic","89","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","","21852","electric","automatic","89","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","13600","40154","petrol","","70","","","https://www.autozubak.hr/rabljeni-auti/skoda-fabia-10-tsi-ambition-5-vrata-11/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","13600","40154","petrol","","70","","","https://www.autozubak.hr/rabljeni-auti/skoda-fabia-10-tsi-ambition-5-vrata-11/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","13600","40154","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","13600","40154","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","","40154","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2023","20400","36047","petrol","","70","","","https://www.autozubak.hr/rabljeni-auti/vw-t-cross-10-tsi-bmt-life-6/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2023","20400","36047","petrol","","70","","","https://www.autozubak.hr/rabljeni-auti/vw-t-cross-10-tsi-bmt-life-6/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2023","20400","36047","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2023","20400","36047","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2023","","36047","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2023","20900","40417","petrol","","81","","","https://www.autozubak.hr/rabljeni-auti/vw-t-cross-1-0-tsi-bmt-style/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2023","20900","40417","petrol","","81","","","https://www.autozubak.hr/rabljeni-auti/vw-t-cross-1-0-tsi-bmt-style/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2023","20900","40417","petrol","","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2023","20900","40417","petrol","","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2023","","40417","petrol","","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2024","25500","20354","petrol","","110","","","https://www.autozubak.hr/rabljeni-auti/skoda-octavia-selection-1-5-tsi/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2024","25500","20354","petrol","","110","","","https://www.autozubak.hr/rabljeni-auti/skoda-octavia-selection-1-5-tsi/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2024","25500","20354","petrol","","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2024","25500","20354","petrol","","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2024","","20354","petrol","","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2022","24600","22100000","electric","automatic","70","","","https://www.autozubak.hr/rabljeni-auti/vw-id-4-pro-performance-8/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2022","24600","22100000","electric","automatic","70","","","https://www.autozubak.hr/rabljeni-auti/vw-id-4-pro-performance-8/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2022","24600","22100000","electric","automatic","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2022","24600","22100000","electric","automatic","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2022","","22100000","electric","automatic","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","21900","60000","petrol","automatic","81","","","https://www.autozubak.hr/rabljeni-auti/vw-taigo-1-0-tsi-8/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","21900","60000","petrol","automatic","81","","","https://www.autozubak.hr/rabljeni-auti/vw-taigo-1-0-tsi-8/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","21900","60000","petrol","automatic","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","21900","60000","petrol","automatic","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","","60000","petrol","automatic","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","31990","60000","diesel","automatic","110","","","https://www.autozubak.hr/rabljeni-auti/skoda-superb-iii-2-0-tdi-2/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","31990","60000","diesel","automatic","110","","","https://www.autozubak.hr/rabljeni-auti/skoda-superb-iii-2-0-tdi-2/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","31990","60000","diesel","automatic","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","31990","60000","diesel","automatic","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2023","","60000","diesel","automatic","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","27900","56966","diesel","automatic","110","","","https://www.autozubak.hr/rabljeni-auti/vw-golf-viii-2-0-tdi-14/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","27900","56966","diesel","automatic","110","","","https://www.autozubak.hr/rabljeni-auti/vw-golf-viii-2-0-tdi-14/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","27900","56966","diesel","automatic","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","27900","56966","diesel","automatic","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","","56966","diesel","automatic","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2024","14900","32890","petrol","","70","","","https://www.autozubak.hr/rabljeni-auti/skoda-fabia-iv-1-0-tsi-26/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2024","14900","32890","petrol","","70","","","https://www.autozubak.hr/rabljeni-auti/skoda-fabia-iv-1-0-tsi-26/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2024","14900","32890","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2024","14900","32890","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","SKODA","2024","","32890","petrol","","70","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","20900","60000","petrol","","81","","","https://www.autozubak.hr/rabljeni-auti/vw-taigo-1-0-tsi-33/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","20900","60000","petrol","","81","","","https://www.autozubak.hr/rabljeni-auti/vw-taigo-1-0-tsi-33/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","20900","60000","petrol","","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","20900","60000","petrol","","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","VW","2024","","60000","petrol","","81","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","39900","60000","diesel","automatic","110","","","https://www.autozubak.hr/rabljeni-auti/audi-q3-sportback-35-tdi-2/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","39900","60000","diesel","automatic","110","","","https://www.autozubak.hr/rabljeni-auti/audi-q3-sportback-35-tdi-2/","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","39900","60000","diesel","automatic","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
"autozubak","","AUDI","2024","39900","60000","diesel","automatic","110","","","","https://www.autozubak.hr/rabljeni-auti/?priceFrom=2000&priceTo=300000","","2026-04-23 23:54:53"
